Menu_ID,Item_name,Calories,Protein,Fat,Carbohydrates,Sugar,Sodium,Vegetarian,Vegan,Gluten_free
MENRES000003_1,Main Item 1,130,86.6,10.6,108.4,7.8,347.3,True,False,False
MENRES000003_2,Beverage Item 2,945,86.7,97.2,80.3,99.3,303.6,True,False,False
MENRES000003_3,Main Item 3,889,94.8,91.8,12.1,21.4,167.1,False,False,False
MENRES000003_4,Dessert Item 4,1437,76.1,67.8,88.2,33.7,686.6,True,True,True
MENRES000003_5,Starter Item 5,1073,47.9,8.7,125.4,70.3,867.7,True,True,False
MENRES000003_6,Dessert Item 6,796,76.1,77.5,0.7,20.7,178.3,False,False,False
MENRES000003_7,Starter Item 7,271,2.3,29.9,50.7,40.3,1754.2,True,False,True
MENRES000003_8,Beverage Item 8,1472,53.3,4.5,93.6,48.2,1969.8,False,False,True
MENRES000003_9,Dessert Item 9,567,48.8,64.0,121.5,64.1,399.6,True,True,False
MENRES000003_10,Main Item 10,184,1.6,96.3,10.7,45.1,1361.2,True,True,True
MENRES000004_0,Starter Item 0,1171,78.0,39.8,146.7,81.6,1428.9,False,False,False
MENRES000004_1,Starter Item 1,966,12.1,66.5,73.6,42.2,149.7,False,False,True
MENRES000004_2,Main Item 2,663,58.0,5.4,143.8,81.3,1630.1,True,False,False
MENRES000004_3,Dessert Item 3,1256,92.7,36.5,119.5,3.6,1243.2,True,False,False
MENRES000004_4,Dessert Item 4,1087,44.1,40.4,142.4,4.3,1058.7,False,False,False
MENRES000004_5,Starter Item 5,186,59.8,79.5,134.6,65.1,1554.4,False,False,True
MENRES000004_6,Beverage Item 6,545,1.7,13.4,79.0,9.5,225.5,False,False,False
MENRES000004_7,Main Item 7,315,86.9,67.9,67.2,43.1,916.1,True,True,False
MENRES000004_8,Starter Item 8,1100,80.1,64.3,90.4,37.5,1040.8,True,False,False
MENRES000004_9,Dessert Item 9,730,94.5,55.6,122.3,92.1,583.5,True,False,False
MENRES000004_10,Starter Item 10,787,85.0,36.1,12.1,69.2,163.2,False,False,False
MENRES000005_0,Main Item 0,452,86.9,99.7,132.1,75.4,1222.6,True,False,False
MENRES000005_1,Main Item 1,1487,81.9,73.5,118.7,45.9,1758.2,False,False,True
MENRES000005_2,Dessert Item 2,1283,15.7,91.1,97.0,10.2,174.4,False,False,True
MENRES000005_3,Main Item 3,1194,56.5,83.1,82.0,38.0,1390.7,False,False,False
MENRES000005_4,Starter Item 4,142,78.8,44.9,52.6,86.1,803.3,True,True,False
MENRES000005_5,Beverage Item 5,888,68.0,53.1,110.0,15.4,1866.3,False,False,True
MENRES000005_6,Dessert Item 6,487,84.7,84.0,40.5,49.6,1352.2,True,False,True
MENRES000005_7,Dessert Item 7,792,62.8,62.5,15.3,73.6,1677.4,False,False,True
MENRES000005_8,Starter Item 8,959,71.7,96.3,10.1,43.7,42.6,False,False,True
MENRES000005_9,Main Item 9,832,77.6,79.0,103.1,32.9,1752.8,True,False,True
MENRES000005_10,Main Item 10,262,14.5,6.9,105.3,86.1,1810.6,True,True,True
MENRES000005_11,Main Item 11,1169,49.5,32.1,105.6,30.1,1592.0,False,False,False
MENRES000005_12,Starter Item 12,894,9.0,79.8,50.3,92.8,894.6,False,False,True
MENRES000005_13,Starter Item 13,1212,16.0,63.6,80.5,24.1,1529.9,True,False,False
MENRES000006_0,Beverage Item 0,852,19.9,16.1,89.4,70.1,1581.4,True,True,False
MENRES000006_1,Dessert Item 1,1138,76.8,42.6,87.9,21.2,1134.8,True,True,True
MENRES000006_2,Dessert Item 2,1421,10.8,28.8,31.0,48.1,1572.1,False,False,False
MENRES000006_3,Starter Item 3,932,45.4,71.9,53.2,27.8,360.4,True,True,True
MENRES000006_4,Main Item 4,1348,11.2,37.8,67.9,99.0,94.4,False,False,False
MENRES000006_5,Beverage Item 5,888,54.3,28.6,116.6,10.5,1450.7,False,False,False
MENRES000006_6,Dessert Item 6,948,8.4,81.7,115.7,91.7,661.8,True,False,True
MENRES000006_7,Dessert Item 7,1493,33.7,50.3,65.1,66.6,280.5,False,False,True
MENRES000006_8,Dessert Item 8,929,10.3,87.1,111.7,74.5,1721.9,True,True,True
MENRES000006_9,Main Item 9,1297,95.0,27.2,44.1,31.2,1029.9,False,False,True
MENRES000007_0,Dessert Item 0,1067,72.7,34.7,102.1,51.7,729.3,False,False,True
MENRES000007_1,Beverage Item 1,652,8.0,48.7,66.8,70.4,1583.4,True,False,False
MENRES000007_2,Starter Item 2,1105,49.7,82.3,137.1,56.1,890.7,True,True,True
MENRES000007_3,Starter Item 3,1199,34.9,45.9,49.0,91.2,498.1,False,False,False
MENRES000007_4,Starter Item 4,250,46.6,28.5,124.4,51.5,1883.2,False,False,False
MENRES000007_5,Main Item 5,498,77.0,39.6,87.0,33.1,1388.9,False,False,False
MENRES000007_6,Starter Item 6,249,57.2,3.2,60.0,67.3,1130.4,False,False,True
MENRES000007_7,Starter Item 7,173,31.8,90.4,94.3,28.9,457.8,True,True,True
MENRES000007_8,Main Item 8,798,40.2,6.0,30.9,50.4,1975.3,False,False,True
MENRES000007_9,Beverage Item 9,1313,61.6,2.8,79.2,37.3,32.2,True,False,False
MENRES000007_10,Dessert Item 10,481,87.1,34.3,80.7,71.6,1136.1,False,False,False
MENRES000007_11,Dessert Item 11,251,82.9,45.4,24.7,29.0,166.4,True,False,False
MENRES000007_12,Dessert Item 12,924,29.7,24.3,1.3,68.9,1480.4,False,False,False
MENRES000007_13,Main Item 13,921,34.8,45.4,45.5,58.2,194.8,True,True,True
MENRES000007_14,Starter Item 14,336,62.7,36.5,40.0,7.1,719.4,True,False,False
MENRES000007_15,Starter Item 15,607,22.5,56.0,85.9,58.4,1278.4,True,False,False
MENRES000007_16,Main Item 16,358,82.8,20.4,63.3,98.1,1221.9,True,True,False
MENRES000007_17,Starter Item 17,177,84.9,90.3,78.9,78.5,629.4,True,False,False
MENRES000008_0,Dessert Item 0,1400,38.0,64.1,66.8,58.1,1050.7,False,False,True
MENRES000008_1,Beverage Item 1,1247,19.3,96.3,131.8,34.1,176.2,False,False,True
MENRES000008_2,Starter Item 2,530,96.0,18.9,145.4,72.6,1885.0,False,False,True
MENRES000008_3,Dessert Item 3,613,92.0,35.3,17.6,41.7,895.6,True,False,False
MENRES000008_4,Beverage Item 4,230,94.8,74.5,47.2,17.6,1230.8,True,True,False
MENRES000008_5,Starter Item 5,920,18.8,19.1,13.6,63.8,1854.7,True,False,False
MENRES000008_6,Beverage Item 6,499,65.2,46.7,10.5,25.7,1591.5,True,True,True
MENRES000008_7,Main Item 7,885,87.2,84.6,140.8,16.0,603.2,False,False,True
MENRES000008_8,Starter Item 8,115,42.3,68.3,111.9,8.4,1310.4,False,False,False
MENRES000008_9,Main Item 9,1322,72.3,3.2,68.4,36.5,698.8,True,False,False
MENRES000008_10,Beverage Item 10,287,84.3,55.6,6.9,56.3,1537.4,False,False,True
MENRES000008_11,Main Item 11,124,22.7,41.2,19.7,67.4,542.0,True,True,False
MENRES000008_12,Dessert Item 12,1142,19.0,92.6,82.7,9.0,1717.3,False,False,False
MENRES000008_13,Beverage Item 13,1144,3.9,83.0,108.3,78.4,969.0,False,False,False
MENRES000008_14,Dessert Item 14,1157,66.2,4.5,60.2,84.3,1027.5,False,False,False
MENRES000008_15,Dessert Item 15,1288,17.0,71.0,125.9,90.9,327.8,True,True,True
MENRES000008_16,Beverage Item 16,119,94.1,82.6,139.3,81.8,1821.7,True,False,True
MENRES000008_17,Dessert Item 17,246,56.8,68.8,4.4,29.5,267.3,True,False,False
MENRES000008_18,Starter Item 18,505,14.8,81.4,73.4,32.4,536.1,True,True,True
MENRES000008_19,Main Item 19,337,59.9,21.7,101.5,76.9,1948.1,False,False,False
MENRES000009_0,Beverage Item 0,1040,77.1,21.2,105.8,80.7,1048.1,True,False,True
MENRES000009_1,Dessert Item 1,1054,98.1,48.6,118.5,25.4,116.2,True,False,True
MENRES000009_2,Main Item 2,213,27.3,50.0,118.5,15.2,678.0,True,False,True
MENRES000009_3,Dessert Item 3,1362,10.4,78.6,55.9,73.9,1668.6,True,False,True
MENRES000009_4,Beverage Item 4,1494,53.2,14.9,114.3,77.2,1491.1,False,False,False
MENRES000009_5,Beverage Item 5,297,75.9,17.2,124.0,56.7,731.3,False,False,True
MENRES000009_6,Main Item 6,1391,95.2,18.3,29.1,28.4,1311.1,False,False,True
MENRES000009_7,Main Item 7,276,23.2,97.5,85.7,36.5,828.9,True,True,False
MENRES000009_8,Dessert Item 8,572,96.6,80.1,20.1,5.1,438.9,True,True,True
MENRES000009_9,Dessert Item 9,893,34.3,44.9,115.2,34.1,510.5,False,False,False
MENRES000010_0,Starter Item 0,573,92.0,97.5,19.8,34.1,1088.9,False,False,False
MENRES000010_1,Starter Item 1,842,58.9,6.1,42.6,41.2,466.2,True,False,False
MENRES000010_2,Starter Item 2,1034,60.3,57.0,23.0,91.6,858.1,True,True,False
MENRES000010_3,Dessert Item 3,591,11.7,7.6,39.4,40.8,647.5,True,True,True
MENRES000010_4,Dessert Item 4,876,79.5,89.4,99.2,54.6,1704.7,False,False,False
MENRES000010_5,Starter Item 5,1382,46.4,57.9,50.5,7.2,319.3,False,False,False
MENRES000010_6,Beverage Item 6,889,39.1,94.7,106.5,66.8,632.1,False,False,True
MENRES000010_7,Beverage Item 7,680,68.5,81.3,106.3,38.8,1672.5,True,True,True
MENRES000010_8,Main Item 8,1460,7.6,47.8,64.2,63.7,367.8,False,False,False
MENRES000010_9,Main Item 9,1018,78.5,79.7,1.6,59.9,1295.2,False,False,True
MENRES000011_0,Dessert Item 0,527,66.1,38.2,105.9,2.5,1102.2,False,False,False
MENRES000011_1,Beverage Item 1,127,88.7,83.9,27.6,20.5,1887.3,True,False,True
MENRES000011_2,Dessert Item 2,989,38.4,16.3,14.4,46.9,1589.3,True,True,True
MENRES000011_3,Dessert Item 3,662,42.2,9.2,135.4,53.0,607.3,True,False,False
MENRES000011_4,Beverage Item 4,167,93.0,36.2,51.4,59.4,185.0,False,False,False
MENRES000011_5,Starter Item 5,1403,94.8,21.0,119.2,79.4,778.0,True,False,True
MENRES000011_6,Dessert Item 6,872,68.7,89.0,63.8,16.1,1996.0,False,False,False
MENRES000011_7,Main Item 7,1410,95.8,58.9,77.8,26.0,535.9,False,False,False
MENRES000011_8,Dessert Item 8,405,60.0,38.1,44.3,49.4,477.3,False,False,True
MENRES000011_9,Beverage Item 9,1472,60.2,72.4,75.0,28.4,688.2,True,True,False
MENRES000011_10,Starter Item 10,294,74.8,86.1,130.4,38.9,1544.5,True,True,False
MENRES000011_11,Starter Item 11,182,32.5,96.8,52.7,86.5,1243.0,True,False,False
MENRES000011_12,Beverage Item 12,1310,59.7,23.2,68.2,69.8,1976.8,True,False,False
MENRES000011_13,Main Item 13,200,26.5,20.3,101.1,19.5,1351.7,False,False,False
MENRES000011_14,Main Item 14,584,55.2,11.3,28.0,91.4,1808.7,True,False,False
MENRES000011_15,Main Item 15,1321,36.7,16.5,86.6,10.5,1938.2,True,True,True
MENRES000012_0,Main Item 0,266,84.4,74.0,78.3,64.6,147.2,False,False,False
MENRES000012_1,Starter Item 1,786,92.2,59.8,18.8,24.3,356.1,False,False,False
MENRES000012_2,Main Item 2,557,78.7,85.8,46.4,99.4,1218.1,False,False,True
MENRES000012_3,Starter Item 3,740,68.3,28.7,126.9,89.9,778.2,False,False,True
MENRES000012_4,Beverage Item 4,1496,72.3,97.1,19.3,52.9,612.4,True,False,True
MENRES000012_5,Beverage Item 5,146,46.9,93.3,58.1,60.4,1368.3,False,False,False
MENRES000012_6,Main Item 6,626,67.1,83.4,50.2,19.6,969.7,False,False,True
MENRES000012_7,Main Item 7,575,34.5,60.6,140.5,67.9,1111.1,False,False,False
MENRES000012_8,Beverage Item 8,1038,36.2,44.9,14.8,99.9,623.9,True,False,False
MENRES000012_9,Dessert Item 9,493,31.3,86.9,51.8,68.5,528.5,True,True,False
MENRES000012_10,Beverage Item 10,1348,13.6,62.4,10.8,37.2,532.4,False,False,False
MENRES000013_0,Main Item 0,584,30.6,58.5,10.0,77.7,730.3,True,True,False
MENRES000013_1,Starter Item 1,1460,81.2,42.4,37.4,89.4,1076.9,False,False,False
MENRES000013_2,Starter Item 2,191,17.7,23.4,53.5,47.7,399.6,False,False,True
MENRES000013_3,Main Item 3,621,55.4,67.8,120.5,7.6,1951.5,False,False,True
MENRES000013_4,Dessert Item 4,1059,68.2,15.5,87.4,79.8,531.4,True,False,True
MENRES000013_5,Starter Item 5,940,75.0,15.3,75.8,9.7,1897.2,False,False,False
MENRES000013_6,Dessert Item 6,963,36.9,88.2,78.6,47.9,1765.0,False,False,True
MENRES000013_7,Beverage Item 7,1376,87.1,11.2,1.4,77.9,690.5,False,False,False
MENRES000013_8,Main Item 8,1406,6.1,87.3,2.1,58.3,1896.3,False,False,True
MENRES000013_9,Dessert Item 9,1281,10.1,78.0,44.2,67.8,633.6,True,False,True
MENRES000013_10,Beverage Item 10,1049,28.0,79.7,3.2,16.6,139.5,False,False,False
MENRES000013_11,Main Item 11,843,64.3,83.8,139.7,53.8,991.7,True,True,False
MENRES000013_12,Starter Item 12,830,76.7,1.1,18.4,30.1,625.8,False,False,True
MENRES000013_13,Main Item 13,1043,78.8,78.8,148.0,28.1,1651.1,True,False,True
MENRES000014_0,Beverage Item 0,503,18.4,30.0,67.6,86.0,280.3,True,False,True
MENRES000014_1,Starter Item 1,944,76.0,26.6,52.6,49.6,196.2,False,False,True
MENRES000014_2,Main Item 2,1166,68.8,1.0,145.6,11.9,1703.5,True,True,False
MENRES000014_3,Starter Item 3,1497,8.3,80.1,106.1,57.5,494.2,True,True,True
MENRES000014_4,Starter Item 4,528,70.0,93.7,59.3,8.0,330.9,False,False,False
MENRES000014_5,Starter Item 5,545,7.5,99.1,120.4,98.3,332.1,False,False,False
MENRES000014_6,Dessert Item 6,1122,58.7,49.6,87.3,10.7,1888.6,True,True,True
MENRES000014_7,Starter Item 7,1254,2.0,31.4,27.4,77.7,78.9,True,False,False
MENRES000014_8,Starter Item 8,982,92.5,52.4,110.6,71.5,1253.1,True,False,True
MENRES000014_9,Dessert Item 9,169,82.0,43.7,133.7,47.1,78.6,False,False,True
MENRES000015_0,Starter Item 0,289,51.4,75.3,56.2,12.3,928.9,True,False,True
MENRES000015_1,Dessert Item 1,838,11.1,69.9,83.0,94.6,1394.6,True,False,False
MENRES000015_2,Main Item 2,315,58.2,0.6,64.8,52.1,1672.4,True,True,True
MENRES000015_3,Dessert Item 3,1220,55.9,69.5,122.8,67.7,619.9,True,False,False
MENRES000015_4,Dessert Item 4,922,92.7,24.0,3.2,62.0,1323.6,False,False,False
MENRES000015_5,Starter Item 5,122,67.2,38.7,12.6,36.5,194.0,False,False,True
MENRES000015_6,Beverage Item 6,1141,9.5,85.9,132.8,1.5,1756.0,False,False,False
MENRES000015_7,Dessert Item 7,1169,99.2,14.9,80.7,67.1,382.5,True,False,False
MENRES000015_8,Beverage Item 8,954,92.1,84.6,45.1,27.2,1163.9,True,True,True
MENRES000015_9,Starter Item 9,566,41.7,69.6,14.1,1.2,1434.7,True,True,False
MENRES000015_10,Starter Item 10,1411,35.9,61.4,69.9,8.4,136.3,False,False,True
MENRES000015_11,Starter Item 11,311,90.6,48.1,90.7,98.9,967.0,True,False,True
MENRES000015_12,Beverage Item 12,218,47.2,37.2,2.6,60.3,411.3,True,True,False
MENRES000015_13,Beverage Item 13,379,45.1,3.9,100.7,9.9,304.2,False,False,True
MENRES000015_14,Starter Item 14,143,52.7,67.2,43.9,41.9,499.4,False,False,False
MENRES000015_15,Beverage Item 15,1143,79.9,74.2,112.6,9.7,1709.0,False,False,False
MENRES000015_16,Beverage Item 16,1400,66.2,66.9,143.8,39.1,1684.4,True,True,True
MENRES000016_0,Beverage Item 0,759,38.2,63.7,41.4,36.9,1993.9,False,False,False
MENRES000016_1,Dessert Item 1,521,73.6,95.2,141.2,30.4,1086.2,True,False,True
MENRES000016_2,Dessert Item 2,1324,61.9,4.0,55.9,43.9,255.5,True,True,False
MENRES000016_3,Dessert Item 3,1335,34.7,76.3,1.5,59.2,67.9,False,False,False
MENRES000016_4,Main Item 4,483,70.7,63.4,41.1,78.7,1743.9,True,True,False
MENRES000016_5,Beverage Item 5,580,28.6,37.8,114.4,76.8,1504.7,False,False,False
MENRES000016_6,Beverage Item 6,656,96.1,60.7,17.8,68.9,1800.9,True,True,False
MENRES000017_0,Starter Item 0,298,88.1,87.5,114.0,98.2,255.8,False,False,True
MENRES000017_1,Main Item 1,262,7.7,83.5,110.7,43.9,1425.2,False,False,True
MENRES000017_2,Main Item 2,656,53.6,97.3,47.4,64.4,1130.8,False,False,True
MENRES000017_3,Starter Item 3,1357,7.5,43.0,138.9,92.6,221.2,False,False,False
MENRES000017_4,Main Item 4,441,77.9,67.7,91.8,87.5,559.0,False,False,True
MENRES000018_0,Starter Item 0,320,40.4,58.5,92.0,11.9,102.1,True,False,True
MENRES000018_1,Main Item 1,335,63.4,99.0,29.0,83.6,1948.5,True,False,False
MENRES000018_2,Starter Item 2,123,23.1,71.2,81.0,43.0,323.9,False,False,False
MENRES000018_3,Dessert Item 3,989,98.7,94.7,141.1,12.9,285.1,False,False,True
MENRES000018_4,Starter Item 4,1257,58.4,51.5,143.5,68.1,1313.4,True,True,False
MENRES000018_5,Dessert Item 5,786,52.3,35.6,57.6,5.1,667.0,True,True,False
MENRES000018_6,Starter Item 6,872,50.9,70.5,28.5,67.4,1692.7,False,False,True
MENRES000018_7,Starter Item 7,1221,92.7,0.4,106.0,84.2,1912.1,True,True,True
MENRES000018_8,Main Item 8,212,97.9,77.3,146.4,21.9,466.9,True,False,True
MENRES000018_9,Starter Item 9,225,73.1,31.6,63.5,65.5,56.5,False,False,False
MENRES000018_10,Starter Item 10,639,0.9,77.0,98.9,89.1,1527.6,False,False,False
MENRES000018_11,Main Item 11,891,18.6,72.0,46.3,43.7,756.4,False,False,True
MENRES000018_12,Starter Item 12,482,30.3,75.3,75.1,76.1,1167.9,True,False,True
MENRES000018_13,Dessert Item 13,1287,87.3,79.5,77.9,0.8,488.5,False,False,False
MENRES000018_14,Dessert Item 14,624,84.4,11.6,145.8,48.6,1526.3,True,True,True
MENRES000018_15,Starter Item 15,948,39.6,58.0,23.1,69.8,1483.9,False,False,True
MENRES000018_16,Beverage Item 16,219,90.1,18.3,118.0,13.3,422.5,True,True,True
MENRES000018_17,Starter Item 17,515,13.0,9.2,28.8,77.1,1554.4,False,False,False
MENRES000018_18,Starter Item 18,391,13.5,34.4,17.7,19.1,1733.9,True,False,False
MENRES000019_0,Dessert Item 0,1064,98.5,5.5,67.0,42.9,986.8,False,False,True
MENRES000019_1,Dessert Item 1,1471,38.9,51.7,39.1,88.5,1260.4,False,False,True
MENRES000019_2,Main Item 2,1124,0.7,8.3,13.1,13.5,1545.4,False,False,True
MENRES000019_3,Main Item 3,1120,71.3,74.3,15.9,41.2,1714.3,True,True,False
MENRES000019_4,Dessert Item 4,1392,33.8,96.4,19.7,40.5,1798.4,False,False,False
MENRES000019_5,Starter Item 5,184,17.9,68.7,123.7,12.2,1428.2,False,False,True
MENRES000019_6,Main Item 6,517,2.8,65.0,14.4,55.6,1864.0,False,False,False
MENRES000019_7,Starter Item 7,858,5.7,92.7,20.0,43.8,579.6,True,False,False
MENRES000019_8,Dessert Item 8,859,28.8,17.6,69.2,25.2,1970.4,False,False,False
MENRES000019_9,Beverage Item 9,258,73.6,56.2,134.6,92.8,1464.6,True,False,False
MENRES000019_10,Starter Item 10,1259,82.0,64.5,77.2,66.3,1881.6,True,True,False
MENRES000019_11,Main Item 11,337,25.1,55.6,21.5,68.7,964.3,False,False,True
MENRES000019_12,Dessert Item 12,134,96.8,26.7,36.7,64.0,138.8,True,True,True
MENRES000019_13,Beverage Item 13,209,53.5,78.9,104.8,4.3,311.6,False,False,True
MENRES000019_14,Starter Item 14,175,13.9,23.9,103.8,68.5,626.9,True,False,True
MENRES000019_15,Dessert Item 15,708,17.7,6.7,147.9,26.3,1051.4,True,False,True
MENRES000019_16,Main Item 16,1481,51.2,10.4,89.0,84.5,1266.0,True,True,False
MENRES000020_0,Beverage Item 0,1211,82.9,42.4,110.7,35.7,1881.4,True,False,False
MENRES000020_1,Starter Item 1,793,92.4,77.2,64.0,35.6,1281.5,True,True,False
MENRES000020_2,Main Item 2,820,34.7,51.7,60.6,99.7,925.6,True,True,True
MENRES000020_3,Starter Item 3,662,47.3,21.1,81.6,39.8,1359.3,False,False,True
MENRES000020_4,Starter Item 4,628,82.3,91.6,63.6,91.8,1056.2,True,True,True
MENRES000020_5,Starter Item 5,1425,53.2,65.5,15.9,65.5,105.2,False,False,False
MENRES000021_0,Beverage Item 0,368,21.2,20.1,3.4,24.6,922.8,False,False,False
MENRES000021_1,Main Item 1,1365,0.1,84.1,84.9,19.6,383.6,True,True,False
MENRES000021_2,Starter Item 2,475,98.1,58.4,108.7,45.3,1094.6,False,False,False
MENRES000021_3,Main Item 3,1331,60.4,49.5,25.4,26.4,43.9,False,False,True
MENRES000021_4,Starter Item 4,1082,20.5,42.1,31.6,79.6,225.8,True,True,True
MENRES000021_5,Beverage Item 5,251,96.7,11.2,41.0,35.2,839.5,False,False,False
MENRES000021_6,Main Item 6,1241,37.0,69.8,49.6,97.0,209.0,False,False,True
MENRES000021_7,Beverage Item 7,1331,63.5,46.8,41.5,61.9,48.5,True,False,True
MENRES000021_8,Main Item 8,909,62.6,64.4,95.0,83.7,1879.0,False,False,True
MENRES000021_9,Main Item 9,1244,32.4,44.7,88.6,21.5,580.1,True,False,False
MENRES000021_10,Dessert Item 10,1218,43.4,25.2,142.7,19.6,1206.3,False,False,True
MENRES000021_11,Main Item 11,1305,48.9,6.2,89.4,35.9,96.7,False,False,True
MENRES000021_12,Dessert Item 12,581,18.2,88.8,97.6,2.1,1086.7,True,True,True
MENRES000021_13,Starter Item 13,1441,96.6,52.4,129.3,49.0,1676.1,True,True,False
MENRES000021_14,Main Item 14,484,61.3,79.5,127.6,54.5,1938.0,True,True,True
MENRES000021_15,Dessert Item 15,792,85.2,1.0,125.6,28.3,1602.3,False,False,False
MENRES000021_16,Dessert Item 16,896,32.6,73.4,147.7,26.1,447.8,False,False,True
MENRES000022_0,Main Item 0,587,41.2,61.9,58.1,14.6,1538.9,False,False,True
MENRES000022_1,Beverage Item 1,1135,23.1,83.6,60.9,42.7,1247.1,True,True,True
MENRES000022_2,Beverage Item 2,240,64.4,8.2,88.1,70.2,432.2,False,False,False
MENRES000022_3,Dessert Item 3,976,41.1,53.7,111.7,65.0,1464.4,False,False,False
MENRES000022_4,Dessert Item 4,140,58.7,2.1,74.8,58.8,1096.0,False,False,False
MENRES000022_5,Beverage Item 5,664,9.9,89.0,95.0,62.0,1622.9,True,False,False
MENRES000022_6,Main Item 6,1458,52.2,79.8,17.5,26.4,1806.0,False,False,False
MENRES000022_7,Dessert Item 7,1421,84.4,39.5,117.3,68.6,1245.1,False,False,False
MENRES000022_8,Main Item 8,415,39.5,34.3,110.5,26.3,673.3,True,False,True
MENRES000022_9,Main Item 9,987,92.9,98.8,4.4,57.7,1041.6,True,False,False
MENRES000022_10,Main Item 10,765,63.5,13.2,10.4,3.4,1252.7,False,False,False
MENRES000022_11,Starter Item 11,1382,8.0,39.7,15.6,25.9,671.7,True,True,True
MENRES000022_12,Beverage Item 12,543,82.9,86.0,108.8,22.6,842.3,False,False,True
MENRES000022_13,Beverage Item 13,1139,92.2,32.8,79.4,43.5,293.5,True,True,True
MENRES000022_14,Beverage Item 14,627,20.8,72.5,61.7,61.0,1049.1,True,True,True
MENRES000022_15,Main Item 15,690,32.3,16.8,38.9,81.6,1184.8,False,False,False
MENRES000022_16,Main Item 16,187,27.3,92.4,122.3,80.3,317.0,True,True,True
MENRES000022_17,Main Item 17,1468,36.0,19.4,130.6,34.4,1775.8,True,False,True
MENRES000022_18,Beverage Item 18,263,90.1,6.2,106.2,57.9,488.8,True,False,True
MENRES000022_19,Main Item 19,345,66.2,39.9,142.3,12.2,892.3,True,False,False
MENRES000023_0,Dessert Item 0,1356,37.5,27.0,73.0,47.9,1641.8,False,False,False
MENRES000023_1,Main Item 1,1064,97.5,44.9,84.7,67.1,1495.4,True,False,True
MENRES000023_2,Dessert Item 2,593,12.7,27.9,98.4,78.2,969.0,True,False,True
MENRES000023_3,Beverage Item 3,193,11.3,88.2,0.3,96.3,1186.9,True,True,True
MENRES000023_4,Beverage Item 4,1060,40.8,95.1,43.3,65.2,699.6,False,False,True
MENRES000023_5,Beverage Item 5,634,52.2,72.2,131.3,90.1,756.2,True,True,False
MENRES000023_6,Dessert Item 6,727,44.1,5.9,71.6,46.2,1409.3,False,False,True
MENRES000023_7,Beverage Item 7,1491,71.7,68.2,37.0,99.5,268.0,True,False,False
MENRES000023_8,Main Item 8,1353,53.4,31.8,132.7,73.2,1587.9,True,False,True
